Environment;Object;Role Index;Role;Privilege Index;Privilege;Value
devinternal;GxP Request Privileges;24;Sign & 2 Stage Review;14;Sign and Close Without Witnessing;0
devinternal;GxP Request Privileges;24;Sign & 2 Stage Review;15;Two Stage Review;0
devinternal;GxP Request Privileges;24;Sign & 2 Stage Review;16;Close Without Signing;0
devinternal;GxP Request Privileges;24;Sign & 2 Stage Review;17;Approve;0
devinternal;GxP Request Privileges;25;Sign & Close;1;View;0
devinternal;GxP Request Privileges;25;Sign & Close;2;Add;0
devinternal;GxP Request Privileges;25;Sign & Close;3;Edit;0
devinternal;GxP Request Privileges;25;Sign & Close;4;Move;0
devinternal;GxP Request Privileges;25;Sign & Close;5;Export;0
devinternal;GxP Request Privileges;25;Sign & Close;6;Share;0
devinternal;GxP Request Privileges;25;Sign & Close;7;Read Dependent Share;0
devinternal;GxP Request Privileges;25;Sign & Close;8;Trash;0
devinternal;GxP Request Privileges;25;Sign & Close;9;Share Templates;0
devinternal;GxP Request Privileges;25;Sign & Close;10;Add Reviewers and Keep Open;0
devinternal;GxP Request Privileges;25;Sign & Close;11;Sign and Add Reviewers;0
devinternal;GxP Request Privileges;25;Sign & Close;12;Sign and Keep Open;0
devinternal;GxP Request Privileges;25;Sign & Close;13;Void;0
devinternal;GxP Request Privileges;25;Sign & Close;14;Sign and Close Without Witnessing;0
devinternal;GxP Request Privileges;25;Sign & Close;15;Two Stage Review;0
devinternal;GxP Request Privileges;25;Sign & Close;16;Close Without Signing;0
devinternal;GxP Request Privileges;25;Sign & Close;17;Approve;0
devinternal;GxP Request Privileges;26;Standard User NON-GxP;1;View;0
devinternal;GxP Request Privileges;26;Standard User NON-GxP;2;Add;0
devinternal;GxP Request Privileges;26;Standard User NON-GxP;3;Edit;0
devinternal;GxP Request Privileges;26;Standard User NON-GxP;4;Move;0
devinternal;GxP Request Privileges;26;Standard User NON-GxP;5;Export;0
devinternal;GxP Request Privileges;26;Standard User NON-GxP;6;Share;0
devinternal;GxP Request Privileges;26;Standard User NON-GxP;7;Read Dependent Share;0
devinternal;GxP Request Privileges;26;Standard User NON-GxP;8;Trash;0
devinternal;GxP Request Privileges;26;Standard User NON-GxP;9;Share Templates;0
devinternal;GxP Request Privileges;26;Standard User NON-GxP;10;Add Reviewers and Keep Open;0
devinternal;GxP Request Privileges;26;Standard User NON-GxP;11;Sign and Add Reviewers;0
devinternal;GxP Request Privileges;26;Standard User NON-GxP;12;Sign and Keep Open;0
devinternal;GxP Request Privileges;26;Standard User NON-GxP;13;Void;0
devinternal;GxP Request Privileges;26;Standard User NON-GxP;14;Sign and Close Without Witnessing;0
devinternal;GxP Request Privileges;26;Standard User NON-GxP;15;Two Stage Review;0
devinternal;GxP Request Privileges;26;Standard User NON-GxP;16;Close Without Signing;0
devinternal;GxP Request Privileges;26;Standard User NON-GxP;17;Approve;0
devinternal;GxP Request Privileges;27;Super User;1;View;0
devinternal;GxP Request Privileges;27;Super User;2;Add;0
devinternal;GxP Request Privileges;27;Super User;3;Edit;0
devinternal;GxP Request Privileges;27;Super User;4;Move;0
devinternal;GxP Request Privileges;27;Super User;5;Export;0
devinternal;GxP Request Privileges;27;Super User;6;Share;0
devinternal;GxP Request Privileges;27;Super User;7;Read Dependent Share;0
devinternal;GxP Request Privileges;27;Super User;8;Trash;0
devinternal;GxP Request Privileges;27;Super User;9;Share Templates;0
devinternal;GxP Request Privileges;27;Super User;10;Add Reviewers and Keep Open;0
devinternal;GxP Request Privileges;27;Super User;11;Sign and Add Reviewers;0
devinternal;GxP Request Privileges;27;Super User;12;Sign and Keep Open;0
devinternal;GxP Request Privileges;27;Super User;13;Void;0
devinternal;GxP Request Privileges;27;Super User;14;Sign and Close Without Witnessing;0
devinternal;GxP Request Privileges;27;Super User;15;Two Stage Review;0
devinternal;GxP Request Privileges;27;Super User;16;Close Without Signing;0
devinternal;GxP Request Privileges;27;Super User;17;Approve;0
devinternal;GxP Request Privileges;28;Super User Admin;1;View;0
devinternal;GxP Request Privileges;28;Super User Admin;2;Add;0
devinternal;GxP Request Privileges;28;Super User Admin;3;Edit;0
devinternal;GxP Request Privileges;28;Super User Admin;4;Move;0
devinternal;GxP Request Privileges;28;Super User Admin;5;Export;0
devinternal;GxP Request Privileges;28;Super User Admin;6;Share;0
devinternal;GxP Request Privileges;28;Super User Admin;7;Read Dependent Share;0
devinternal;GxP Request Privileges;28;Super User Admin;8;Trash;0
devinternal;GxP Request Privileges;28;Super User Admin;9;Share Templates;0
devinternal;GxP Request Privileges;28;Super User Admin;10;Add Reviewers and Keep Open;0
devinternal;GxP Request Privileges;28;Super User Admin;11;Sign and Add Reviewers;0
devinternal;GxP Request Privileges;28;Super User Admin;12;Sign and Keep Open;0
devinternal;GxP Request Privileges;28;Super User Admin;13;Void;0
devinternal;GxP Request Privileges;28;Super User Admin;14;Sign and Close Without Witnessing;0
devinternal;GxP Request Privileges;28;Super User Admin;15;Two Stage Review;0
devinternal;GxP Request Privileges;28;Super User Admin;16;Close Without Signing;0
devinternal;GxP Request Privileges;28;Super User Admin;17;Approve;0
devinternal;GxP Request Privileges;29;Template Manager;1;View;0
devinternal;GxP Request Privileges;29;Template Manager;2;Add;0
devinternal;GxP Request Privileges;29;Template Manager;3;Edit;0
devinternal;GxP Request Privileges;29;Template Manager;4;Move;0
devinternal;GxP Request Privileges;29;Template Manager;5;Export;0
devinternal;GxP Request Privileges;29;Template Manager;6;Share;0
devinternal;GxP Request Privileges;29;Template Manager;7;Read Dependent Share;0
devinternal;GxP Request Privileges;29;Template Manager;8;Trash;0
devinternal;GxP Request Privileges;29;Template Manager;9;Share Templates;0
devinternal;GxP Request Privileges;29;Template Manager;10;Add Reviewers and Keep Open;0
devinternal;GxP Request Privileges;29;Template Manager;11;Sign and Add Reviewers;0
devinternal;GxP Request Privileges;29;Template Manager;12;Sign and Keep Open;0
devinternal;GxP Request Privileges;29;Template Manager;13;Void;0
devinternal;GxP Request Privileges;29;Template Manager;14;Sign and Close Without Witnessing;0
devinternal;GxP Request Privileges;29;Template Manager;15;Two Stage Review;0
devinternal;GxP Request Privileges;29;Template Manager;16;Close Without Signing;0
devinternal;GxP Request Privileges;29;Template Manager;17;Approve;0
devinternal;GxP Request Privileges;30;test;1;View;0
devinternal;GxP Request Privileges;30;test;2;Add;0
devinternal;GxP Request Privileges;30;test;3;Edit;0
devinternal;GxP Request Privileges;30;test;4;Move;0
devinternal;GxP Request Privileges;30;test;5;Export;0
devinternal;GxP Request Privileges;30;test;6;Share;0
devinternal;GxP Request Privileges;30;test;7;Read Dependent Share;0
devinternal;GxP Request Privileges;30;test;8;Trash;0
devinternal;GxP Request Privileges;30;test;9;Share Templates;0
devinternal;GxP Request Privileges;30;test;10;Add Reviewers and Keep Open;0
devinternal;GxP Request Privileges;30;test;11;Sign and Add Reviewers;0
devinternal;GxP Request Privileges;30;test;12;Sign and Keep Open;0
devinternal;GxP Request Privileges;30;test;13;Void;0
devinternal;GxP Request Privileges;30;test;14;Sign and Close Without Witnessing;0
devinternal;GxP Request Privileges;30;test;15;Two Stage Review;0
devinternal;GxP Request Privileges;30;test;16;Close Without Signing;0
devinternal;GxP Request Privileges;30;test;17;Approve;0
