Environment;Object;Role Index;Role;Privilege Index;Privilege;Value
jnj-test;GxP Experiment Privileges;15;ResearchCenterViewer;13;Void;0
jnj-test;GxP Experiment Privileges;15;ResearchCenterViewer;14;Sign and Close Without Witnessing;0
jnj-test;GxP Experiment Privileges;15;ResearchCenterViewer;15;Two Stage Review;0
jnj-test;GxP Experiment Privileges;15;ResearchCenterViewer;16;Close Without Signing;0
jnj-test;GxP Experiment Privileges;15;ResearchCenterViewer;17;Approve;0
jnj-test;GxP Experiment Privileges;16;Sign & 2 Stage Review;1;View;0
jnj-test;GxP Experiment Privileges;16;Sign & 2 Stage Review;2;Add;0
jnj-test;GxP Experiment Privileges;16;Sign & 2 Stage Review;3;Edit;0
jnj-test;GxP Experiment Privileges;16;Sign & 2 Stage Review;4;Move;0
jnj-test;GxP Experiment Privileges;16;Sign & 2 Stage Review;5;Export;0
jnj-test;GxP Experiment Privileges;16;Sign & 2 Stage Review;6;Share;0
jnj-test;GxP Experiment Privileges;16;Sign & 2 Stage Review;7;Read Dependent Share;0
jnj-test;GxP Experiment Privileges;16;Sign & 2 Stage Review;8;Trash;0
jnj-test;GxP Experiment Privileges;16;Sign & 2 Stage Review;9;Share Templates;0
jnj-test;GxP Experiment Privileges;16;Sign & 2 Stage Review;10;Add Reviewers and Keep Open;0
jnj-test;GxP Experiment Privileges;16;Sign & 2 Stage Review;11;Sign and Add Reviewers;0
jnj-test;GxP Experiment Privileges;16;Sign & 2 Stage Review;12;Sign and Keep Open;0
jnj-test;GxP Experiment Privileges;16;Sign & 2 Stage Review;13;Void;0
jnj-test;GxP Experiment Privileges;16;Sign & 2 Stage Review;14;Sign and Close Without Witnessing;0
jnj-test;GxP Experiment Privileges;16;Sign & 2 Stage Review;15;Two Stage Review;0
jnj-test;GxP Experiment Privileges;16;Sign & 2 Stage Review;16;Close Without Signing;0
jnj-test;GxP Experiment Privileges;16;Sign & 2 Stage Review;17;Approve;0
jnj-test;GxP Experiment Privileges;17;Sign & Close;1;View;0
jnj-test;GxP Experiment Privileges;17;Sign & Close;2;Add;0
jnj-test;GxP Experiment Privileges;17;Sign & Close;3;Edit;0
jnj-test;GxP Experiment Privileges;17;Sign & Close;4;Move;0
jnj-test;GxP Experiment Privileges;17;Sign & Close;5;Export;0
jnj-test;GxP Experiment Privileges;17;Sign & Close;6;Share;0
jnj-test;GxP Experiment Privileges;17;Sign & Close;7;Read Dependent Share;0
jnj-test;GxP Experiment Privileges;17;Sign & Close;8;Trash;0
jnj-test;GxP Experiment Privileges;17;Sign & Close;9;Share Templates;0
jnj-test;GxP Experiment Privileges;17;Sign & Close;10;Add Reviewers and Keep Open;0
jnj-test;GxP Experiment Privileges;17;Sign & Close;11;Sign and Add Reviewers;0
jnj-test;GxP Experiment Privileges;17;Sign & Close;12;Sign and Keep Open;0
jnj-test;GxP Experiment Privileges;17;Sign & Close;13;Void;0
jnj-test;GxP Experiment Privileges;17;Sign & Close;14;Sign and Close Without Witnessing;0
jnj-test;GxP Experiment Privileges;17;Sign & Close;15;Two Stage Review;0
jnj-test;GxP Experiment Privileges;17;Sign & Close;16;Close Without Signing;0
jnj-test;GxP Experiment Privileges;17;Sign & Close;17;Approve;0
jnj-test;GxP Experiment Privileges;18;Superuser;1;View;0
jnj-test;GxP Experiment Privileges;18;Superuser;2;Add;0
jnj-test;GxP Experiment Privileges;18;Superuser;3;Edit;0
jnj-test;GxP Experiment Privileges;18;Superuser;4;Move;0
jnj-test;GxP Experiment Privileges;18;Superuser;5;Export;0
jnj-test;GxP Experiment Privileges;18;Superuser;6;Share;0
jnj-test;GxP Experiment Privileges;18;Superuser;7;Read Dependent Share;0
jnj-test;GxP Experiment Privileges;18;Superuser;8;Trash;0
jnj-test;GxP Experiment Privileges;18;Superuser;9;Share Templates;0
jnj-test;GxP Experiment Privileges;18;Superuser;10;Add Reviewers and Keep Open;0
jnj-test;GxP Experiment Privileges;18;Superuser;11;Sign and Add Reviewers;0
jnj-test;GxP Experiment Privileges;18;Superuser;12;Sign and Keep Open;0
jnj-test;GxP Experiment Privileges;18;Superuser;13;Void;0
jnj-test;GxP Experiment Privileges;18;Superuser;14;Sign and Close Without Witnessing;0
jnj-test;GxP Experiment Privileges;18;Superuser;15;Two Stage Review;0
jnj-test;GxP Experiment Privileges;18;Superuser;16;Close Without Signing;0
jnj-test;GxP Experiment Privileges;18;Superuser;17;Approve;0
jnj-test;GxP Experiment Privileges;19;TEST USER ROLES;1;View;0
jnj-test;GxP Experiment Privileges;19;TEST USER ROLES;2;Add;0
jnj-test;GxP Experiment Privileges;19;TEST USER ROLES;3;Edit;0
jnj-test;GxP Experiment Privileges;19;TEST USER ROLES;4;Move;0
jnj-test;GxP Experiment Privileges;19;TEST USER ROLES;5;Export;0
jnj-test;GxP Experiment Privileges;19;TEST USER ROLES;6;Share;0
jnj-test;GxP Experiment Privileges;19;TEST USER ROLES;7;Read Dependent Share;0
jnj-test;GxP Experiment Privileges;19;TEST USER ROLES;8;Trash;0
jnj-test;GxP Experiment Privileges;19;TEST USER ROLES;9;Share Templates;0
jnj-test;GxP Experiment Privileges;19;TEST USER ROLES;10;Add Reviewers and Keep Open;0
jnj-test;GxP Experiment Privileges;19;TEST USER ROLES;11;Sign and Add Reviewers;0
jnj-test;GxP Experiment Privileges;19;TEST USER ROLES;12;Sign and Keep Open;0
jnj-test;GxP Experiment Privileges;19;TEST USER ROLES;13;Void;0
jnj-test;GxP Experiment Privileges;19;TEST USER ROLES;14;Sign and Close Without Witnessing;0
jnj-test;GxP Experiment Privileges;19;TEST USER ROLES;15;Two Stage Review;0
jnj-test;GxP Experiment Privileges;19;TEST USER ROLES;16;Close Without Signing;0
jnj-test;GxP Experiment Privileges;19;TEST USER ROLES;17;Approve;0
